序号,关系样本ID,事件样本ID,查询ID,公司,证券代码,行业,检索截止时间,查询假设,候选公告标题,候选原文链接,相关性等级,关系路径可成立,关键证据原文,判断理由,置信度,数据问题,标注人ID,标注时间,gold_source,gold_version
27,G3-R-E092-H2,G3-E092,002594-H2,比亚迪,002594,新能源汽车,2024-01-30T00:00:00+08:00,规模效应与垂直一体化维持毛利率，价格战不导致盈利持续恶化,2023年度业绩预告,http://static.cninfo.com.cn/finalpage/2024-01-30/1219028933.PDF,3-直接相关,是,"第1页：绩预告期间：2023 年 1 月 1 日至 12 月 31 日 2.预计的业绩情况： 亏损 扭亏为盈 √同向上升 同向下降 项 目 本报告期 上年同期 归属于上市公司 股东的净利润 盈利：人民币2,900,000万元– 3,100,000万元 盈利：人民币1,662,245万元 比上年同期上升：74.46%-86.49% 扣除非经常性损 益后的净利润 盈利：人民币2,740,000万元– 2,970,000万元（注1） 盈利：人民币1,563,779万元 比上年同期上升：75.22%-89.92% 基本每股收益 盈利：人民币9.98元/股至10.67元/股 盈利：人民币5.71元/股 注…",候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
28,G3-R-E033-H1,G3-E033,603259-H1,药明康德,603259,医药,2024-03-09T00:00:00+08:00,CXO 订单与在手订单随全球创新药研发投入回暖恢复增长,关于回购注销部分股票通知债权人的公告,http://static.cninfo.com.cn/finalpage/2024-03-09/1219267101.PDF,0-无关,否,第1页：1 证券代码：603259 证券简称：药明康德 公告编号：临 2024-022 无锡药明康德新药开发股份有限公司 关于回购注销部分股票通知债权人的公告 公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 2023 年 5 月 31 日，无锡药明康德新药开发股份有限公司（以下简称“本公 司”或“公司”）召开2022 年年度股东大会、2023 年第一次 A 股类别股东会议 和2023 年第一次 H 股类别股东会议，审议通过了《关于给予董事会回购公司A 股和/或 H 股股份一般性授权的议案》 ，授权董事会按照所适用的法律法,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
29,G3-R-E041-H2,G3-E041,000538-H2,云南白药,000538,医药,2025-12-31T18:54:32+08:00,毛利率随产品结构与原料成本波动，不持续低于历史区间,关于2026年度预计日常关联交易的公告,http://static.cninfo.com.cn/finalpage/2025-12-31/1224913542.PDF,2-间接相关,是,第2页：因不可控因素所致，公司将一如既往地严控关联交 易，保证公平、公正，价格公允。 公司独立董事对日常关联交 易实际发生情况与预计存在 较大差异的说明 我们对 2025 年度日常关联交易实际发生金额与预计金额差异较大 的情况进行了核查，经核查，我们认为：公司对 2025 年度实际发生的 日常关联交易的说明解释符合市场行情和公司的实际情况，已发生的 日常关联交易均为公司正常经营业务所需的交易，符合公司的经营和 发展战略要求，符合法律法规的规定。虽然实际发生金额因业务需求 等客观原因与原预计金额上限存在差异，但该等差异的出现确实因不 可控因素所致，已发生的日常关联交易公平、公正，交易价格公允， 不存在损…,关联采购和销售的规模及公允定价可经原料成本、渠道结构一层影响毛利率，但公告未披露实际产品毛利率，故为间接相关。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
30,G3-R-E098-H1,G3-E098,00175-H1,吉利汽车,00175,新能源汽车,2024-02-01T17:06:22+08:00,新能源车型销量放量带动整体销量增长，出口贡献增量,未经审核之二零二四年一月销量,http://static.cninfo.com.cn/finalpage/2024-02-01/1219065223.PDF,3-直接相关,是,"第1页：LE HOLDINGS LIMITED 未經審核之二零二四年一月銷量 吉利汽車控股有限公司(「本公司」，連同其附屬公司統稱為「本集團」）董事會欣然宣佈， 本集團於二零二四 年一月之總銷量為213,487 部汽車，較去年同期增長約 110%，為本集團 歷史新高。詳細如下： 品牌 本月 （部） 去年同期 （部） 同比變動 (%) 今年累計 （部） 去年同期累計 （部） 同比變動 (%) 吉利 172,774 87,255 98 172,774 87,255 98 其中：銀河 19,223 - - 19,223 - - 極氪 12,537 3,116 302 12,537 3,116 302 領克附…",候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
31,G3-R-E086-H1,G3-E086,600276-H1,恒瑞医药,600276,医药,2026-05-20T00:00:00+08:00,创新药放量与授权合作收入接续仿制药集采下滑，研发管线持续推进,恒瑞医药关于获得药品注册批准的公告,http://static.cninfo.com.cn/finalpage/2026-05-20/1225315769.PDF,3-直接相关,是,第1页：证券代码：600276 证券简称：恒瑞医药 公告编号：临 2026-075 江苏恒瑞医药股份有限公司 关于获得药品注册批准的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司”）子公司福建盛迪医 药有限公司收到国家药品监督管理局（以下简称“国家药监局”）的通知，批准 公司ω-3 甘油三酯（2%）中/长链脂肪乳/氨基酸（16）/葡萄糖（30%）注射液上 市。现将相关情况公告如下： 一、药品的基本情况 药品名称：ω-3 甘油三酯（2%）中/长链脂肪乳/氨基酸（16）,药品获得注册批准并上市，是研发管线持续推进和商业化的直接里程碑。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
32,G3-R-E058-H1,G3-E058,002371-H1,北方华创,002371,芯片半导体,2025-04-26T00:00:00+08:00,半导体设备订单随晶圆厂扩产与国产化率提升保持增长,2025年一季度报告,http://static.cninfo.com.cn/finalpage/2025-04-26/1223309242.PDF,2-间接相关,是,"第1页：数据 是 □否 追溯调整或重述原因 □会计政策变更 □会计差错更正 同一控制下企业合并 □其他原因 本报告期 上年同期 本报告期比上年同期 增减（%） 调整前 调整后 调整后 营业收入（元） 8,206,029,208.83 5,859,163,380.59 5,950,568,399.86 37.90% 归属于上市公司股东的 净利润（元） 1,580,707,286.38 1,126,550,627.36 1,138,817,830.60 38.80% 归属于上市公司股东的 扣除非经常性损益的净 利润（元） 1,570,173,959.13 1,072,494,911.14 1,084,…",一季度收入同比增长37.9%可由设备需求、订单与交付兑现形成，能间接支持订单增长，但公告摘录未直接披露新签订单或国产化率。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
33,G3-R-E091-H2,G3-E091,603259-H2,药明康德,603259,医药,2026-03-24T00:00:00+08:00,产能利用率与项目结构支撑毛利率，不因价格竞争持续走低,关于2025年度计提资产减值准备的公告,http://static.cninfo.com.cn/finalpage/2026-03-24/1225025227.PDF,3-直接相关,是,第1页：1 证券代码：603259 证券简称：药明康德 公告编号：临 2026-010 无锡药明康德新药开发股份有限公司 关于 2025 年度计提资产减值准备的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 一、2025 年度计提减值损失的情况 根据《企业会计准则》和相关会计政策等规定，为真实、准确地反映无锡药 明康德新药开发股份有限公司（以下简称“公司”）截至 2025 年 12 月 31 日的 财务状况及 2025 年的经营成果，公司对合并范围内的相关资产进行了清查，基 于谨慎性原则，对可能发生减值损失的相关…,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
34,G3-R-E089-H1,G3-E089,603259-H1,药明康德,603259,医药,2024-01-30T00:00:00+08:00,CXO 订单与在手订单随全球创新药研发投入回暖恢复增长,关于对无锡药明康德新药开发股份有限公司股票交易异常波动问询函的回复,http://static.cninfo.com.cn/finalpage/2024-01-30/1219029800.PDF,0-无关,否,第2页：《关于对无锡药明康德新药开发股份有限公司股票交易异常波动问 询函的回复之签字页》 ___________________ Ge Li（李革） 年 月 日,股票交易异常波动问询回复未提供CXO订单、在手订单、客户研发投入或收入等业务事实，不能仅凭问询标题推定相关。,5,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
35,G3-R-E082-H2,G3-E082,688981-H2,中芯国际,688981,芯片半导体,2024-03-29T00:00:00+08:00,毛利率随产能利用率回升，折旧压力不导致盈利持续恶化,中芯国际2023年年度报告摘要,http://static.cninfo.com.cn/finalpage/2024-03-29/1219447110.PDF,3-直接相关,是,"第6页：63,197 305,103,691 10.9 229,932,806 归属于上市公司股东的净资产 142,475,834 133,371,921 6.8 109,198,772 营业收入 45,250,425 49,516,084 -8.6 35,630,634 归属于上市公司股东的净利润 4,822,814 12,133,079 -60.3 10,733,098 归属于上市公司股东的扣除非经 常性损益的净利润 3,269,518 10,133,988 -67.7 5,655,839 经营活动产生的现金流量净额 23,047,761 36,591,209 -37.0 20,844,994 加…",候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
36,G3-R-E035-H1,G3-E035,600276-H1,恒瑞医药,600276,医药,2024-05-22T00:00:00+08:00,创新药放量与授权合作收入接续仿制药集采下滑，研发管线持续推进,恒瑞医药关于获得药品注册证书的公告,http://static.cninfo.com.cn/finalpage/2024-05-22/1220121916.PDF,3-直接相关,是,"第1页：证券代码：600276 证券简称：恒瑞医药 公告编号：临2024-065 江苏恒瑞医药股份有限公司 关于获得药品注册证书的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、 误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司”）收到国家药品监督 管理局（以下简称“国家药监局”）核准签发氟唑帕利胶囊的《药品注册证书》， 批准公司研发的1 类新药、PARP 抑制剂氟唑帕利胶囊新适应症上市,这是氟唑帕 利获批上市的第 3 个适应症，现将相关情况公告如下： 一、 药品的基本情况 药品名称：氟唑帕利胶囊 剂型：胶囊剂 规…",氟唑帕利新适应症获批上市，是研发管线推进和创新药商业化的直接里程碑，直接回答H1中“研发管线持续推进”。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
37,G3-R-E021-H1,G3-E021,600276-H1,恒瑞医药,600276,医药,2025-12-08T00:00:00+08:00,创新药放量与授权合作收入接续仿制药集采下滑，研发管线持续推进,恒瑞医药关于公司药品纳入国家医保目录的公告,http://static.cninfo.com.cn/finalpage/2025-12-08/1224856686.PDF,3-直接相关,是,第1页：根据国家医保局、人力资源社会保障部关于印发《国家基本医疗保险、工伤 保险和生育保险药品目录（2025 年）》的通知（“《国家基本医疗保险、工伤 保险和生育保险药品目录》”以下简称“国家医保目录”），江苏恒瑞医药股份 有限公司（以下简称“恒瑞医药”或“公司”）部分产品纳入国家医保目录。,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
38,G3-R-E016-H1,G3-E016,00175-H1,吉利汽车,00175,新能源汽车,2025-10-01T23:59:59+08:00,新能源车型销量放量带动整体销量增长，出口贡献增量,未经审核之二零二五年九月销量,http://static.cninfo.com.cn/finalpage/2025-10-01/1224697779.PDF,3-直接相关,是,"第1页：286,276 206 極氪 18,257 21,333 -14 143,600 142,873 1 領克 32,902 25,803 28 241,472 195,603 23 273,125 201,949 35 2,170,189 1,489,690 46 其中： 純電動(BEVs) 99,516 64,387 55 793,724 329,334 141 插電式混動(PHEVs) 65,685 26,747 146 374,099 216,520 73 其中： 出口 注1 40,665 40,319 1 296,128 319,121 -7 注1：出口指中華人民共和國（包括香港、澳門特",候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
